Table
,,,,,,GEOLOGIC DESCRIPTION ,,WELL ,DIAGRAM 
,,,,ML ,,,20.5 24.5 ,,
0 ,,CPT-1-S-25 ,25 ,ML ,,Sandy SILT:brown; moist; stiff; low plasticity. ,25.5 ,,
,,,,,,,29.5 ,,
0 ,,CPT-1-S-30 ,30 ,ML ,,SILT:brown; dry; stiff; low plasticity. ,30.5 ,,Portland Type 
,,,- ,,,,34.5 ,,
0 ,,CPT-1-S-35 ,35 ,ML ,,SILT: brown; dry; stiff; low plasticity. ,35.5 ,,
,,,- ,,,,39.5 ,,
0 ,,CPT-1-S-40 ,40 ,ML ,,SILT:light brown; dry; stiff; low plasticity. ,40.5 ,,


